Date,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2025-11-11T05:39:01.239Z","On-Demand","claude-4.5-haiku-thinking","Yes","257","0","139175","229","139661","0.02"
"2025-11-11T05:38:51.316Z","On-Demand","claude-4.5-haiku-thinking","Yes","274","0","138901","160","139335","0.02"
"2025-11-11T05:38:43.482Z","On-Demand","claude-4.5-haiku-thinking","Yes","303","0","138598","198","139099","0.02"
"2025-11-11T05:38:17.445Z","On-Demand","claude-4.5-haiku-thinking","Yes","371","0","138227","147","138745","0.02"
"2025-11-11T05:38:00.971Z","On-Demand","claude-4.5-haiku-thinking","Yes","187","0","138040","132","138359","0.02"
"2025-11-11T05:37:45.860Z","On-Demand","claude-4.5-haiku-thinking","Yes","388","0","137652","139","138179","0.02"
"2025-11-11T05:37:31.501Z","On-Demand","claude-4.5-haiku-thinking","Yes","259","0","137393","199","137851","0.02"
"2025-11-11T05:36:10.392Z","On-Demand","claude-4.5-haiku-thinking","Yes","470","0","136923","203","137596","0.02"
"2025-11-11T05:35:03.611Z","On-Demand","claude-4.5-haiku-thinking","Yes","213","0","136710","138","137061","0.02"
"2025-11-11T05:34:35.795Z","On-Demand","claude-4.5-haiku-thinking","Yes","1542","0","135168","160","136870","0.02"
"2025-11-11T05:34:09.232Z","On-Demand","claude-4.5-haiku-thinking","Yes","1839","1","133329","831","136000","0.02"
"2025-11-11T05:33:51.130Z","Errored, No Charge","claude-4.5-haiku-thinking","Yes","1093","2","132236","1025","134356","0.02"
"2025-11-11T05:33:16.576Z","On-Demand","claude-4.5-haiku-thinking","Yes","2540","3","129696","1004","133243","0.03"
"2025-11-11T05:33:01.764Z","On-Demand","claude-4.5-haiku-thinking","Yes","2200","4","127496","1450","131150","0.03"
"2025-11-11T05:32:49.149Z","On-Demand","claude-4.5-haiku-thinking","Yes","11970","4","115526","127","127627","0.03"
"2025-11-11T05:32:43.968Z","On-Demand","claude-4.5-haiku-thinking","Yes","105629","11620","9897","255","127401","0.18"
"2025-11-11T05:31:51.306Z","On-Demand","claude-4.5-sonnet-thinking","Yes","209","0","215680","673","216562","0.18"
"2025-11-11T05:31:20.198Z","On-Demand","claude-4.5-sonnet-thinking","Yes","1407","0","214273","118","215798","0.17"
"2025-11-11T05:30:43.828Z","On-Demand","claude-4.5-sonnet-thinking","Yes","2109","0","212164","702","214975","0.19"
"2025-11-11T05:30:16.473Z","On-Demand","claude-4.5-sonnet-thinking","Yes","1103","0","211061","983","213147","0.19"
"2025-11-11T05:29:42.347Z","On-Demand","claude-4.5-sonnet-thinking","Yes","2653","0","208408","601","211662","0.19"
"2025-11-11T05:29:11.101Z","On-Demand","claude-4.5-sonnet-thinking","Yes","1885","0","206523","1499","209907","0.21"
"2025-11-11T05:28:13.661Z","On-Demand","claude-4.5-sonnet-thinking","Yes","4926","0","201597","917","207440","0.21"
"2025-11-11T05:27:51.227Z","On-Demand","claude-4.5-sonnet-thinking","Yes","1242","0","200355","2736","204333","0.23"
"2025-11-11T05:27:34.565Z","On-Demand","claude-4.5-sonnet-thinking","Yes","509","0","199846","689","201044","0.17"
"2025-11-11T05:27:29.516Z","On-Demand","claude-4.5-sonnet-thinking","Yes","1105","0","198741","285","200131","0.08"
"2025-11-11T05:27:16.889Z","On-Demand","claude-4.5-sonnet-thinking","Yes","4600","0","194141","127","198868","0.09"
"2025-11-11T05:27:06.430Z","On-Demand","claude-4.5-sonnet-thinking","Yes","12431","0","181710","172","194313","0.12"
"2025-11-11T05:27:01.279Z","On-Demand","claude-4.5-sonnet-thinking","Yes","171180","10846","10530","126","192682","0.82"
"2025-11-11T05:23:43.946Z","On-Demand","claude-4.5-haiku-thinking","Yes","3258","0","111383","852","115493","0.02"
"2025-11-11T05:23:31.698Z","On-Demand","claude-4.5-haiku-thinking","Yes","210","0","111173","3160","114543","0.03"
"2025-11-11T05:22:29.773Z","On-Demand","claude-4.5-haiku-thinking","Yes","397","0","110776","154","111327","0.01"
"2025-11-11T05:21:38.775Z","On-Demand","claude-4.5-haiku-thinking","Yes","468","0","110308","167","110943","0.01"
"2025-11-11T05:21:21.473Z","On-Demand","claude-4.5-haiku-thinking","Yes","557","0","109751","136","110444","0.01"
"2025-11-11T05:21:00.934Z","On-Demand","claude-4.5-haiku-thinking","Yes","511","0","109240","251","110002","0.02"
"2025-11-11T05:20:37.147Z","On-Demand","claude-4.5-haiku-thinking","Yes","666","0","108574","237","109477","0.02"
"2025-11-11T05:20:16.624Z","On-Demand","claude-4.5-haiku-thinking","Yes","689","0","107885","344","108918","0.02"
"2025-11-11T05:19:57.192Z","On-Demand","claude-4.5-haiku-thinking","Yes","1577","0","106308","258","108143","0.02"
"2025-11-11T05:19:33.319Z","On-Demand","claude-4.5-haiku-thinking","Yes","745","0","105563","860","107168","0.02"
"2025-11-11T05:19:26.769Z","On-Demand","claude-4.5-haiku-thinking","Yes","411","0","105152","159","105722","0.01"
"2025-11-11T05:19:20.725Z","On-Demand","claude-4.5-haiku-thinking","Yes","241","0","104911","126","105278","0.01"
"2025-11-11T05:19:05.630Z","On-Demand","claude-4.5-haiku-thinking","Yes","1841","0","103070","167","105078","0.02"
"2025-11-11T05:19:00.911Z","On-Demand","claude-4.5-haiku-thinking","Yes","270","0","102800","798","103868","0.02"
"2025-11-11T05:18:54.917Z","On-Demand","claude-4.5-haiku-thinking","Yes","187","0","102613","127","102927","0.01"
"2025-11-11T05:18:46.091Z","On-Demand","claude-4.5-haiku-thinking","Yes","204","0","102409","151","102764","0.01"
"2025-11-11T05:18:20.802Z","On-Demand","claude-4.5-haiku-thinking","Yes","7090","0","95319","158","102567","0.02"
"2025-11-11T05:18:14.681Z","On-Demand","claude-4.5-haiku-thinking","Yes","353","0","94966","3119","98438","0.03"
"2025-11-11T05:17:58.298Z","On-Demand","claude-4.5-haiku-thinking","Yes","2539","0","92427","165","95131","0.02"
"2025-11-11T05:17:51.170Z","On-Demand","claude-4.5-haiku-thinking","Yes","1320","1","91107","1588","94016","0.02"
"2025-11-11T05:17:44.964Z","On-Demand","claude-4.5-haiku-thinking","Yes","289","1","90818","126","91234","0.01"
"2025-11-11T05:17:38.232Z","On-Demand","claude-4.5-haiku-thinking","Yes","1904","2","88914","177","90997","0.01"
"2025-11-11T05:17:33.500Z","On-Demand","claude-4.5-haiku-thinking","Yes","244","2","88670","126","89042","0.01"
"2025-11-11T05:17:27.792Z","On-Demand","claude-4.5-haiku-thinking","Yes","196","3","88474","147","88820","0.01"
"2025-11-11T05:17:20.677Z","On-Demand","claude-4.5-haiku-thinking","Yes","2872","4","85602","149","88627","0.02"
"2025-11-11T05:17:16.695Z","On-Demand","claude-4.5-haiku-thinking","Yes","75705","773","9897","162","86537","0.12"
"2025-11-11T05:12:30.058Z","On-Demand","claude-4.5-sonnet-thinking","Yes","180","0","181158","369","181707","0.07"
"2025-11-11T05:12:03.511Z","On-Demand","claude-4.5-sonnet-thinking","Yes","1867","0","179291","127","181285","0.08"
"2025-11-11T05:11:56.684Z","On-Demand","claude-4.5-sonnet-thinking","Yes","1486","0","177805","881","180172","0.09"
"2025-11-11T05:11:53.107Z","On-Demand","claude-4.5-sonnet-thinking","Yes","609","717","177196","115","178637","0.07"
"2025-11-11T05:11:17.332Z","On-Demand","claude-4.5-sonnet-thinking","Yes","209","0","176987","606","177802","0.08"
"2025-11-11T05:10:06.290Z","On-Demand","claude-4.5-sonnet-thinking","Yes","4242","0","172745","118","177105","0.08"
"2025-11-11T05:09:58.661Z","On-Demand","claude-4.5-sonnet-thinking","Yes","2684","0","170061","4147","176892","0.15"
"2025-11-11T05:09:51.243Z","On-Demand","claude-4.5-sonnet-thinking","Yes","1744","0","168317","126","170187","0.07"
"2025-11-11T05:09:43.605Z","On-Demand","claude-4.5-sonnet-thinking","Yes","1574","0","166743","126","168443","0.07"
"2025-11-11T05:09:34.798Z","On-Demand","claude-4.5-sonnet-thinking","Yes","2594","0","164149","120","166863","0.07"
"2025-11-11T05:09:29.394Z","On-Demand","claude-4.5-sonnet-thinking","Yes","531","246","163618","126","164521","0.06"
"2025-11-11T05:06:41.330Z","On-Demand","claude-4.5-sonnet-thinking","Yes","133","0","163485","528","164146","0.07"
"2025-11-11T05:05:31.980Z","On-Demand","claude-4.5-sonnet-thinking","Yes","4569","0","158916","96","163581","0.08"
"2025-11-11T05:05:21.759Z","On-Demand","claude-4.5-sonnet-thinking","Yes","1552","0","157364","4440","163356","0.14"
"2025-11-11T05:05:13.469Z","On-Demand","claude-4.5-sonnet-thinking","Yes","1056","0","156308","126","157490","0.06"
"2025-11-11T05:05:05.961Z","On-Demand","claude-4.5-sonnet-thinking","Yes","2776","0","153532","136","156444","0.07"
"2025-11-11T05:04:56.059Z","On-Demand","claude-4.5-sonnet-thinking","Yes","3110","0","150422","133","153665","0.07"
"2025-11-11T05:04:49.037Z","On-Demand","claude-4.5-sonnet-thinking","Yes","728","1257","149694","133","151812","0.06"
"2025-11-11T05:00:18.233Z","On-Demand","claude-4.5-sonnet-thinking","Yes","510","157","149184","568","150419","0.07"
"2025-11-11T04:57:15.559Z","On-Demand","claude-4.5-sonnet-thinking","Yes","125","0","149059","507","149691","0.06"
"2025-11-11T04:56:21.639Z","On-Demand","claude-4.5-sonnet-thinking","Yes","2924","0","146135","108","149167","0.07"
"2025-11-11T04:56:04.599Z","On-Demand","claude-4.5-sonnet-thinking","Yes","540","0","145595","2833","148968","0.11"
"2025-11-11T04:55:54.272Z","On-Demand","claude-4.5-sonnet-thinking","Yes","4640","0","140955","283","145878","0.08"
"2025-11-11T04:55:44.102Z","On-Demand","claude-4.5-sonnet-thinking","Yes","3010","0","137945","112","141067","0.07"
"2025-11-11T04:55:38.263Z","On-Demand","claude-4.5-sonnet-thinking","Yes","505","792","137440","119","138856","0.06"
"2025-11-11T04:54:03.866Z","Included","grok-code-fast-1","Yes","0","220","78912","434","79566","0.003"
"2025-11-11T04:54:00.128Z","Included","grok-code-fast-1","Yes","0","378","78400","139","78917","0.002"
"2025-11-11T04:53:55.378Z","Included","grok-code-fast-1","Yes","0","151","78208","73","78432","0.002"
"2025-11-11T04:53:50.393Z","Included","grok-code-fast-1","Yes","0","592","77568","75","78235","0.002"
"2025-11-11T04:53:47.196Z","Included","grok-code-fast-1","Yes","0","90","77440","76","77606","0.002"
"2025-11-11T04:53:44.095Z","Included","grok-code-fast-1","Yes","0","82","77312","77","77471","0.002"
"2025-11-11T04:53:38.541Z","Included","grok-code-fast-1","Yes","0","432","76800","74","77306","0.002"
"2025-11-11T04:53:32.147Z","Included","grok-code-fast-1","Yes","0","256","76480","76","76812","0.002"
"2025-11-11T04:53:28.863Z","Included","grok-code-fast-1","Yes","0","60","76416","43","76519","0.002"
"2025-11-11T04:53:20.661Z","Included","grok-code-fast-1","Yes","0","146","76224","39","76409","0.002"
"2025-11-11T04:53:14.986Z","Included","grok-code-fast-1","Yes","0","290","75840","76","76206","0.002"
"2025-11-11T04:53:09.665Z","Included","grok-code-fast-1","Yes","0","107","75712","66","75885","0.002"
"2025-11-11T04:53:02.989Z","Included","grok-code-fast-1","Yes","0","347","75328","80","75755","0.002"
"2025-11-11T04:52:55.414Z","Included","grok-code-fast-1","Yes","0","330","74816","227","75373","0.002"
"2025-11-11T04:52:48.738Z","Included","grok-code-fast-1","Yes","0","311","74304","222","74837","0.002"
"2025-11-11T04:52:42.532Z","Included","grok-code-fast-1","Yes","0","409","73728","181","74318","0.002"
"2025-11-11T04:52:33.194Z","Included","grok-code-fast-1","Yes","0","65093","8320","332","73745","0.02"
"2025-11-11T04:52:26.131Z","Included","grok-code-fast-1","Yes","0","424","72320","315","73059","0.002"
"2025-11-11T04:52:19.921Z","Included","grok-code-fast-1","Yes","0","473","71488","332","72293","0.002"
"2025-11-11T04:52:11.771Z","Included","grok-code-fast-1","Yes","0","259","70720","415","71394","0.003"
"2025-11-11T04:52:08.242Z","Included","grok-code-fast-1","Yes","0","219","70400","73","70692","0.002"
"2025-11-11T04:52:04.000Z","Included","grok-code-fast-1","Yes","0","231","69952","64","70247","0.002"
"2025-11-11T04:52:01.660Z","Included","grok-code-fast-1","Yes","0","502","69184","66","69752","0.002"
"2025-11-11T04:51:52.752Z","On-Demand","claude-4.5-sonnet-thinking","Yes","202","0","137238","502","137942","0.06"
"2025-11-11T04:51:47.951Z","On-Demand","claude-4.5-sonnet-thinking","Yes","160","0","137078","151","137389","0.05"
"2025-11-11T04:51:09.755Z","On-Demand","claude-4.5-sonnet-thinking","Yes","2431","0","134647","107","137185","0.06"
"2025-11-11T04:51:04.136Z","On-Demand","claude-4.5-sonnet-thinking","Yes","1376","0","133271","2340","136987","0.10"
"2025-11-11T04:50:57.908Z","On-Demand","claude-4.5-sonnet-thinking","Yes","1865","0","131406","120","133391","0.06"
"2025-11-11T04:50:52.113Z","On-Demand","claude-4.5-sonnet-thinking","Yes","3150","0","128256","116","131522","0.06"
"2025-11-11T04:50:50.474Z","Included","grok-code-fast-1","Yes","0","210","68480","513","69203","0.003"
"2025-11-11T04:50:46.225Z","On-Demand","claude-4.5-sonnet-thinking","Yes","499","842","127757","95","129193","0.05"
"2025-11-11T04:50:41.449Z","Included","grok-code-fast-1","Yes","0","109","68352","457","68918","0.002"
"2025-11-11T04:50:26.783Z","Included","grok-code-fast-1","Yes","0","1136","65856","1377","68369","0.004"
"2025-11-11T04:50:11.435Z","Included","grok-code-fast-1","Yes","0","495","64448","927","65870","0.003"
"2025-11-11T04:50:03.279Z","Included","grok-code-fast-1","Yes","0","431","63744","317","64492","0.002"
"2025-11-11T04:49:58.315Z","Included","grok-code-fast-1","Yes","0","124","63232","383","63739","0.002"
"2025-11-11T04:49:54.937Z","Included","grok-code-fast-1","Yes","0","74","63104","84","63262","0.002"
"2025-11-11T04:49:48.158Z","Included","grok-code-fast-1","Yes","0","130","62912","67","63109","0.002"
"2025-11-11T04:49:37.259Z","Included","grok-code-fast-1","Yes","0","49","62528","358","62935","0.002"
"2025-11-11T04:49:29.335Z","Included","grok-code-fast-1","Yes","0","105","62336","68","62509","0.002"
"2025-11-11T04:48:57.081Z","Included","grok-code-fast-1","Yes","0","871","56512","4665","62048","0.01"
"2025-11-11T04:48:51.122Z","Included","grok-code-fast-1","Yes","0","4213","51840","70","56123","0.002"
"2025-11-11T04:48:43.323Z","Included","grok-code-fast-1","Yes","0","531","51200","44","51775","0.001"
"2025-11-11T04:48:18.369Z","On-Demand","claude-4.5-sonnet-thinking","Yes","130","0","127627","496","128253","0.06"
"2025-11-11T04:48:06.766Z","On-Demand","claude-4.5-sonnet-thinking","Yes","579","0","127048","95","127722","0.05"
"2025-11-11T04:47:55.071Z","On-Demand","claude-4.5-sonnet-thinking","Yes","589","0","126459","253","127301","0.05"
"2025-11-11T04:47:48.540Z","On-Demand","claude-4.5-sonnet-thinking","Yes","1668","0","124791","291","126750","0.06"
"2025-11-11T04:47:32.978Z","On-Demand","claude-4.5-sonnet-thinking","Yes","957","0","123834","94","124885","0.05"
"2025-11-11T04:47:27.684Z","On-Demand","claude-4.5-sonnet-thinking","Yes","1403","0","122431","415","124249","0.06"
"2025-11-11T04:47:23.811Z","On-Demand","claude-4.5-sonnet-thinking","Yes","961","0","121470","127","122558","0.05"
"2025-11-11T04:47:19.403Z","On-Demand","claude-4.5-sonnet-thinking","Yes","1071","0","120399","127","121597","0.05"
"2025-11-11T04:47:12.114Z","On-Demand","claude-4.5-sonnet-thinking","Yes","976","0","119423","126","120525","0.05"
"2025-11-11T04:47:04.466Z","On-Demand","claude-4.5-sonnet-thinking","Yes","5375","0","114048","134","119557","0.07"
"2025-11-11T04:46:59.063Z","On-Demand","claude-4.5-sonnet-thinking","Yes","103518","695","10530","110","114853","0.47"
"2025-11-11T04:46:39.646Z","Included","grok-code-fast-1","Yes","0","80","50752","388","51220","0.002"
"2025-11-11T04:46:34.805Z","Included","grok-code-fast-1","Yes","0","47","50624","90","50761","0.001"
"2025-11-11T04:46:25.321Z","Included","grok-code-fast-1","Yes","0","1386","49152","77","50615","0.002"
"2025-11-11T04:46:17.005Z","Included","grok-code-fast-1","Yes","0","619","47552","964","49135","0.003"
"2025-11-11T04:46:05.674Z","Included","grok-code-fast-1","Yes","0","609","46912","68","47589","0.001"
"2025-11-11T04:45:56.789Z","On-Demand","claude-4.5-haiku-thinking","Yes","344","0","84798","426","85568","0.01"
"2025-11-11T04:45:54.699Z","Included","grok-code-fast-1","Yes","0","365","46016","537","46918","0.002"
"2025-11-11T04:45:49.520Z","Included","grok-code-fast-1","Yes","0","383","45376","247","46006","0.002"
"2025-11-11T04:45:49.421Z","On-Demand","claude-4.5-haiku-thinking","Yes","351","0","84447","244","85042","0.01"
"2025-11-11T04:45:43.928Z","Errored, No Charge","grok-code-fast-1","Yes","0","400","44928","58","45386","0.001"
"2025-11-11T04:45:40.059Z","On-Demand","claude-4.5-haiku-thinking","Yes","396","0","84051","165","84612","0.01"
"2025-11-11T04:45:35.844Z","Included","grok-code-fast-1","Yes","0","1200","43200","521","44921","0.002"
"2025-11-11T04:45:32.054Z","On-Demand","claude-4.5-haiku-thinking","Yes","273","0","83778","174","84225","0.01"
"2025-11-11T04:45:20.512Z","Included","grok-code-fast-1","Yes","0","147","43008","58","43213","0.001"
"2025-11-11T04:45:16.544Z","On-Demand","claude-4.5-haiku-thinking","Yes","386","0","83392","214","83992","0.01"
"2025-11-11T04:45:03.841Z","On-Demand","claude-4.5-haiku-thinking","Yes","370","0","83022","167","83559","0.01"
"2025-11-11T04:44:55.736Z","On-Demand","claude-4.5-haiku-thinking","Yes","366","0","82656","174","83196","0.01"
"2025-11-11T04:44:53.641Z","Included","grok-code-fast-1","Yes","0","89","40192","2753","43034","0.01"
"2025-11-11T04:44:47.581Z","On-Demand","claude-4.5-haiku-thinking","Yes","203","0","82453","175","82831","0.01"
"2025-11-11T04:44:35.598Z","On-Demand","claude-4.5-haiku-thinking","Yes","332","0","82121","148","82601","0.01"
"2025-11-11T04:44:27.564Z","On-Demand","claude-4.5-haiku-thinking","Yes","213","0","81908","279","82400","0.01"
"2025-11-11T04:44:25.248Z","Included","grok-code-fast-1","Yes","0","129","36480","3586","40195","0.01"
"2025-11-11T04:44:13.393Z","Included","grok-code-fast-1","Yes","0","27749","5888","2806","36443","0.01"
"2025-11-11T04:43:54.182Z","On-Demand","claude-4.5-haiku-thinking","Yes","457","0","81451","157","82065","0.01"
"2025-11-11T04:43:42.212Z","On-Demand","claude-4.5-haiku-thinking","Yes","502","0","80949","227","81678","0.01"
"2025-11-11T04:43:32.828Z","On-Demand","claude-4.5-haiku-thinking","Yes","822","0","80127","335","81284","0.01"
"2025-11-11T04:43:21.058Z","On-Demand","claude-4.5-haiku-thinking","Yes","197","0","79930","165","80292","0.01"
"2025-11-11T04:43:12.465Z","On-Demand","claude-4.5-haiku-thinking","Yes","233","0","79697","126","80056","0.01"
"2025-11-11T04:43:00.589Z","On-Demand","claude-4.5-haiku-thinking","Yes","386","0","79311","141","79838","0.01"
"2025-11-11T04:42:49.922Z","On-Demand","claude-4.5-haiku-thinking","Yes","195","0","79116","285","79596","0.01"
"2025-11-11T04:42:35.089Z","On-Demand","claude-4.5-haiku-thinking","Yes","275","0","78841","149","79265","0.01"
"2025-11-11T04:42:27.165Z","On-Demand","claude-4.5-haiku-thinking","Yes","246","0","78595","222","79063","0.01"
"2025-11-11T04:42:20.037Z","On-Demand","claude-4.5-haiku-thinking","Yes","175","0","78420","128","78723","0.01"
"2025-11-11T04:42:10.416Z","On-Demand","claude-4.5-haiku-thinking","Yes","262","1","78158","126","78547","0.01"
"2025-11-11T04:42:01.420Z","On-Demand","claude-4.5-haiku-thinking","Yes","1548","2","76610","215","78375","0.01"
"2025-11-11T04:41:52.807Z","On-Demand","claude-4.5-haiku-thinking","Yes","348","2","76262","126","76738","0.01"
"2025-11-11T04:41:42.665Z","On-Demand","claude-4.5-haiku-thinking","Yes","2993","3","73269","146","76411","0.01"
"2025-11-11T04:40:47.200Z","On-Demand","claude-4.5-haiku-thinking","Yes","63372","133479","9897","16660","223408","0.18"
"2025-11-11T04:35:35.553Z","Included","grok-code-fast-1","Yes","0","95","190016","454","190565","0.01"
"2025-11-11T04:35:28.078Z","Included","grok-code-fast-1","Yes","0","119","189824","107","190050","0.005"
"2025-11-11T04:35:21.544Z","Included","grok-code-fast-1","Yes","0","231","189504","100","189835","0.005"
"2025-11-11T04:35:15.057Z","Included","grok-code-fast-1","Yes","0","97","189312","121","189530","0.005"
"2025-11-11T04:35:05.595Z","Included","grok-code-fast-1","Yes","0","247","188992","110","189349","0.005"
"2025-11-11T04:34:56.831Z","Included","grok-code-fast-1","Yes","0","64","188864","112","189040","0.005"
"2025-11-11T04:34:49.849Z","Included","grok-code-fast-1","Yes","0","216","188544","105","188865","0.005"
"2025-11-11T04:34:41.263Z","Included","grok-code-fast-1","Yes","0","230","188224","110","188564","0.005"
"2025-11-11T04:34:34.048Z","Included","grok-code-fast-1","Yes","0","119","188032","107","188258","0.005"
"2025-11-11T04:34:26.467Z","Included","grok-code-fast-1","Yes","0","104","187840","88","188032","0.005"
"2025-11-11T04:34:17.297Z","Included","grok-code-fast-1","Yes","0","59","187712","86","187857","0.005"
"2025-11-11T04:34:08.882Z","Included","grok-code-fast-1","Yes","0","48","187520","130","187698","0.005"
"2025-11-11T04:34:00.873Z","Included","grok-code-fast-1","Yes","0","217","187200","95","187512","0.005"
"2025-11-11T04:33:52.639Z","Included","grok-code-fast-1","Yes","0","81","187008","104","187193","0.005"
"2025-11-11T04:33:19.633Z","Included","grok-code-fast-1","Yes","0","320","186624","89","187033","0.005"
"2025-11-11T04:32:57.832Z","Included","grok-code-fast-1","Yes","0","357","186240","70","186667","0.005"
"2025-11-11T04:32:50.107Z","Included","grok-code-fast-1","Yes","0","347","185600","238","186185","0.005"
"2025-11-11T04:32:40.692Z","Included","grok-code-fast-1","Yes","0","515","185024","68","185607","0.005"
"2025-11-11T04:32:33.947Z","Included","grok-code-fast-1","Yes","0","131","184832","68","185031","0.005"
"2025-11-11T04:32:26.901Z","Included","grok-code-fast-1","Yes","0","319","184448","104","184871","0.005"
"2025-11-11T04:32:19.310Z","Included","grok-code-fast-1","Yes","0","78","184320","104","184502","0.005"
"2025-11-11T04:31:49.483Z","Included","grok-code-fast-1","Yes","0","317","183936","89","184342","0.005"
"2025-11-11T04:31:34.203Z","Included","grok-code-fast-1","Yes","0","418","183488","70","183976","0.005"
"2025-11-11T04:31:24.495Z","Errored, No Charge","grok-code-fast-1","Yes","0","284","182848","345","183477","0.01"
"2025-11-11T04:31:05.277Z","Included","grok-code-fast-1","Yes","0","479","182016","347","182842","0.01"
"2025-11-11T04:30:48.936Z","Included","grok-code-fast-1","Yes","0","327","181312","343","181982","0.01"
"2025-11-11T04:30:41.399Z","Included","grok-code-fast-1","Yes","0","96","181184","67","181347","0.004"
"2025-11-11T04:30:32.006Z","Included","grok-code-fast-1","Yes","0","259","180800","91","181150","0.005"
"2025-11-11T04:30:23.775Z","Included","grok-code-fast-1","Yes","0","247","180416","79","180742","0.005"
"2025-11-11T04:30:15.837Z","Included","grok-code-fast-1","Yes","0","76","180224","104","180404","0.005"
"2025-11-11T04:29:41.834Z","Included","grok-code-fast-1","Yes","0","315","179840","89","180244","0.005"
"2025-11-11T04:29:13.562Z","Included","grok-code-fast-1","Yes","0","171488","8320","70","179878","0.04"
"2025-11-11T04:29:04.286Z","On-Demand","claude-4.5-sonnet-thinking","Yes","139","1","113495","411","114046","0.05"
"2025-11-11T04:29:03.593Z","Included","grok-code-fast-1","Yes","0","78","178560","578","179216","0.01"
"2025-11-11T04:28:56.414Z","Included","grok-code-fast-1","Yes","0","331","178112","114","178557","0.005"
"2025-11-11T04:28:48.749Z","Included","grok-code-fast-1","Yes","0","368","177664","79","178111","0.004"
"2025-11-11T04:28:37.843Z","Included","grok-code-fast-1","Yes","0","95","177472","67","177634","0.004"
"2025-11-11T04:28:36.816Z","On-Demand","claude-4.5-sonnet-thinking","Yes","1083","2","112412","123","113620","0.05"
"2025-11-11T04:28:27.326Z","Included","grok-code-fast-1","Yes","0","99","177280","123","177502","0.004"
"2025-11-11T04:28:24.054Z","On-Demand","claude-4.5-sonnet-thinking","Yes","4371","3","108041","990","113405","0.08"
"2025-11-11T04:28:18.677Z","Included","grok-code-fast-1","Yes","0","228","176960","128","177316","0.005"
"2025-11-11T04:28:15.292Z","On-Demand","claude-4.5-sonnet-thinking","Yes","758","4","107283","119","108164","0.04"
"2025-11-11T04:28:06.103Z","On-Demand","claude-4.5-sonnet-thinking","Yes","1249","4","106034","92","107379","0.05"
"2025-11-11T04:28:00.648Z","On-Demand","claude-4.5-sonnet-thinking","Yes","95504","707","10530","92","106833","0.44"
"2025-11-11T04:28:00.228Z","Included","grok-code-fast-1","Yes","0","96","176768","104","176968","0.004"
"2025-11-11T04:27:49.882Z","Included","grok-code-fast-1","Yes","0","74","176512","193","176779","0.005"
"2025-11-11T04:27:21.860Z","Included","grok-code-fast-1","Yes","0","313","176128","89","176530","0.004"
"2025-11-11T04:27:03.532Z","Included","grok-code-fast-1","Yes","0","797","175296","71","176164","0.005"
"2025-11-11T04:26:55.028Z","Included","grok-code-fast-1","Yes","0","217","174400","689","175306","0.01"
"2025-11-11T04:26:46.955Z","Included","grok-code-fast-1","Yes","0","73","174208","131","174412","0.004"
"2025-11-11T04:26:41.352Z","Included","grok-code-fast-1","Yes","0","106","174016","99","174221","0.004"
"2025-11-11T04:26:33.063Z","Included","grok-code-fast-1","Yes","0","268","173632","146","174046","0.004"
"2025-11-11T04:26:26.427Z","Included","grok-code-fast-1","Yes","0","187","173376","105","173668","0.004"
"2025-11-11T04:26:19.369Z","Included","grok-code-fast-1","Yes","0","61","173184","105","173350","0.004"
"2025-11-11T04:26:13.320Z","Included","grok-code-fast-1","Yes","0","257","172736","172","173165","0.005"
"2025-11-11T04:26:07.590Z","Included","grok-code-fast-1","Yes","0","90","172544","104","172738","0.004"
"2025-11-11T04:25:34.175Z","Included","grok-code-fast-1","Yes","0","329","172160","89","172578","0.004"
"2025-11-11T04:25:31.314Z","Included","grok-code-fast-1","Yes","0","95","82560","392","83047","0.003"
"2025-11-11T04:25:26.761Z","Included","grok-code-fast-1","Yes","0","482","82048","63","82593","0.002"
"2025-11-11T04:25:22.106Z","Included","grok-code-fast-1","Yes","0","277","81728","77","82082","0.002"
"2025-11-11T04:25:19.792Z","Included","grok-code-fast-1","Yes","0","33","81664","73","81770","0.002"
"2025-11-11T04:25:09.057Z","Included","grok-code-fast-1","Yes","0","77","81536","48","81661","0.002"
"2025-11-11T04:25:07.891Z","Included","grok-code-fast-1","Yes","0","166253","5888","71","172212","0.04"
"2025-11-11T04:25:01.118Z","Included","grok-code-fast-1","Yes","0","71","171264","354","171689","0.005"
"2025-11-11T04:24:55.280Z","Included","grok-code-fast-1","Yes","0","1095","78208","2141","81444","0.01"
"2025-11-11T04:24:54.826Z","Included","grok-code-fast-1","Yes","0","110","171008","130","171248","0.004"
"2025-11-11T04:24:51.456Z","Included","grok-code-fast-1","Yes","0","5853","72320","62","78235","0.003"
"2025-11-11T04:24:48.849Z","Included","grok-code-fast-1","Yes","0","334","170560","111","171005","0.004"
"2025-11-11T04:24:48.740Z","Included","grok-code-fast-1","Yes","0","674","71616","49","72339","0.002"
"2025-11-11T04:24:43.099Z","Included","grok-code-fast-1","Yes","0","136","71360","69","71565","0.002"
"2025-11-11T04:24:41.682Z","Included","grok-code-fast-1","Yes","0","148","170304","75","170527","0.004"
"2025-11-11T04:24:39.492Z","Included","grok-code-fast-1","Yes","0","4286","66944","54","71284","0.003"
